"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"SCPE4","","Scirpus pendulus","Perennial","Spring and Summer","Green","4.9","7.0","30","55","Intolerant","-38"
"SCPO2","","Scirpus polyphyllus","Perennial","","","","","","","",""
"SCLER","","Scleranthus","","","","","","","","",""
"SCAN2","","Scleranthus annuus","Annual","","","","","","","",""
"SCLER2","","Scleria","","","","","","","","",""
"SCMI4","","Scleria minor","Perennial","","","","","","","",""
"SCMU8","","Scleria muehlenbergii","Annual, Perennial","","","","","","","",""
"SCOL2","","Scleria oligantha","Perennial","","","","","","","",""
"SCPA5","","Scleria pauciflora","Perennial","","","","","","","",""
"SCPAC","","Scleria pauciflora var. caroliniana","Perennial","","","","","","","",""
"SCPAP2","","Scleria pauciflora var. pauciflora","Perennial","","","","","","","",""
"SCRE","","Scleria reticularis","Annual","","","","","","","",""
"SCTR","","Scleria triglomerata","Perennial","","","","","","","",""
"SCVE2","","Scleria verticillata","Annual","","","","","","","",""
"SCLER4","","Sclerochloa","","","","","","","","",""
"SCDU2","","Sclerochloa dura","Annual","","","","","","","",""
"SCLER5","","Sclerolepis","","","","","","","","",""
"SCUN3","","Sclerolepis uniflora","Perennial","","","","","","","",""
"SCROP","","Scrophularia","","","","","","","","",""
"SCLA","","Scrophularia lanceolata","Perennial","","","","","","","",""
"SCMA2","","Scrophularia marilandica","Perennial","","","","","","","",""
"SCUTE","","Scutellaria","","","","","","","","",""
"SCEL","","Scutellaria elliptica","Perennial","","","","","","","",""
"SCELE","","Scutellaria elliptica var. elliptica","Perennial","","","","","","","",""
"SCGA","","Scutellaria galericulata","Perennial","","","","","","","",""
"SCIN","","Scutellaria incana","Perennial","","","","","","","",""
"SCINI2","","Scutellaria incana var. incana","Perennial","","","","","","","",""
"SCIN2","","Scutellaria integrifolia","Perennial","","","","","","","",""
"SCLA2","","Scutellaria lateriflora","Perennial","","","","","","","",""
"SCLAL2","","Scutellaria lateriflora var. lateriflora","Perennial","","","","","","","",""
"SCNE2","","Scutellaria nervosa","Perennial","","","","","","","",""
"SCOV","","Scutellaria ovata","Perennial","","","","","","","",""
"SCOVO","","Scutellaria ovata ssp. ovata","Perennial","","","","","","","",""
"SCOVR","","Scutellaria ovata ssp. rugosa","Perennial","","","","","","","",""
"SCOVV3","","Scutellaria ovata ssp. virginiana","Perennial","","","","","","","",""
"SCPA7","","Scutellaria parvula","Perennial","","","","","","","",""
"SCPAM","","Scutellaria parvula var. missouriensis","Perennial","","","","","","","",""
"SCPAP3","","Scutellaria parvula var. parvula","Perennial","","","","","","","",""
"SCSA5","","Scutellaria saxatilis","Perennial","","","","","","","",""
"SCSE5","","Scutellaria serrata","Perennial","","","","","","","",""
"SECAL","","Secale","","","","","","","","",""
"SECE","","Secale cereale","Annual","Spring, Summer, Fall","Green","4.5","8.2","8","50","Intolerant","-33"
"SECUR3","","Securigera","","","","","","","","",""
"SECR8","","Securigera cretica","Annual","","","","","","","",""
"SEVA4","","Securigera varia","Perennial","","","","","","","",""
"SEDUM","","Sedum","","","","","","","","",""
"SEAC","","Sedum acre","Perennial","","","","","","","",""
"SEGL3","","Sedum glaucophyllum","Perennial","","","","","","","",""
"SESA","","Sedum sarmentosum","Perennial","","","","","","","",""
"SETE3","","Sedum ternatum","Perennial","","","","","","","",""
"SELAG","","Selaginella","","","","","","","","",""
"SEAP","","Selaginella apoda","Perennial","","","","","","","",""
"SERU","","Selaginella rupestris","Perennial","","","","","","","",""
"SENEC","","Senecio","","","","","","","","",""
"SECI2","","Senecio cineraria","Perennial","","","","","","","",""
"SEVU","","Senecio vulgaris","Annual, Biennial","Spring and Summer","Green","5.0","8.5","16","55","Intolerant","47"
"SENNA","","Senna","","","","","","","","",""
"SEBA3","","Senna bauhinioides","Perennial","","","","","","","",""
"SEHE3","","Senna hebecarpa","Perennial","","","","","","","",""
"SEIT2","","Senna italica","Perennial","","","","","","","",""
"SEMA11","","Senna marilandica","Perennial","Spring and Summer","Green","4.0","7.0","20","60","Intermediate","-18"
"SEOB4","","Senna obtusifolia","Annual, Perennial","","","","","","","",""
"SEOC2","","Senna occidentalis","Annual, Perennial","","","","","","","",""
"SERIC","","Sericocarpus","","","","","","","","",""
"SEAS3","","Sericocarpus asteroides","Perennial","","","","","","","",""
"SELI5","","Sericocarpus linifolius","Perennial","","","","","","","",""
"SESBA","","Sesbania","","","","","","","","",""
"SEHE8","","Sesbania herbacea","Annual, Perennial","","","","","","","",""
"SESEL","","Seseli","","","","","","","","",""
"SELI2","","Seseli libanotis","Biennial","","","","","","","",""
"SESUV","","Sesuvium","","","","","","","","",""
"SEMA3","","Sesuvium maritimum","Annual","","","","","","","",""
"SETAR","","Setaria","","","","","","","","",""
"SEFA","","Setaria faberi","Annual","","","","","","","",""
"SEGR6","","Setaria grisebachii","Annual","","","","","","","",""
"SEIT","","Setaria italica","Annual","Spring and Summer","Green","5.3","6.9","25","60","Intolerant","52"
"SEMA6","","Setaria magna","Annual","","","","","","","",""
"SEPA10","","Setaria parviflora","Perennial","","","","","","","",""
"SEPU8","","Setaria pumila","Annual","Spring and Summer","Green","5.0","7.0","25","60","Intolerant","52"
"SEPUP2","","Setaria pumila ssp. pumila","Annual","","","","","","","",""
"SEVE3","","Setaria verticillata","Annual","","","","","","","",""
"SEVE5","","Setaria verticilliformis","Annual","","","","","","","",""
"SEVI4","","Setaria viridis","Annual","","","","","","","",""
"SEVIV","","Setaria viridis var. viridis","Annual","","","","","","","",""
"SHERA","","Sherardia","","","","","","","","",""
"SHAR2","","Sherardia arvensis","Annual","","","","","","","",""
"SIBAR","","Sibara","","","","","","","","",""
"SIVI2","","Sibara virginica","Annual, Biennial","","","","","","","",""
"SIBBA2","","Sibbaldiopsis","","","","","","","","",""
"SITR3","","Sibbaldiopsis tridentata","Perennial","","","","","","","",""
"SICYO","","Sicyos","","","","","","","","",""
"SIAN","","Sicyos angulatus","Annual","","","","","","","",""
"SIDA","","Sida","","","","","","","","",""
"SICO7","","Sida cordata","Perennial","","","","","","","",""
"SIHE3","","Sida hermaphrodita","Perennial","","","","","","","",""
"SIRH","","Sida rhombifolia","Annual, Perennial","","","","","","","",""
"SISP","","Sida spinosa","Annual, Perennial","","","","","","","",""
"SIDER2","","Sideroxylon","","","","","","","","",""
"SILY","","Sideroxylon lycioides","Perennial","Spring, Summer, Fall","Green","4.0","7.0","33","51","Tolerant","-27"
"SILEN","","Silene","","","","","","","","",""
"SIAN2","","Silene antirrhina","Annual","","","","","","","",""
"SIAR","","Silene armeria","Annual","","","","","","","",""
"SICA6","","Silene caroliniana","Perennial","","","","","","","",""
"SICAP","","Silene caroliniana ssp. pensylvanica","Perennial","","","","","","","",""
"SICO3","","Silene conica","Annual","","","","","","","",""
"SICO4","","Silene conoidea","Annual","","","","","","","",""
"SICS","","Silene csereii","Biennial, Perennial","","","","","","","",""
"SIDI2","","Silene dichotoma","Annual","","","","","","","",""
"SIDI4","","Silene dioica","Perennial","","","","","","","",""
"SIDR","","Silene drummondii","Perennial","","","","","","","",""
"SIDRD","","Silene drummondii var. drummondii","Perennial","","","","","","","",""
"SILA21","","Silene latifolia","Biennial, Perennial","","","","","","","",""
"SILAA3","","Silene latifolia ssp. alba","Biennial, Perennial","","","","","","","",""
"SINI","","Silene nivea","Perennial","","","","","","","",""
"SINO","","Silene noctiflora","Annual","","","","","","","",""
"SIST","","Silene stellata","Perennial","","","","","","","",""
"SIVI4","","Silene virginica","Perennial","","","","","","","",""
"SIVIV","","Silene virginica var. virginica","Perennial","","","","","","","",""
"SIVU","","Silene vulgaris","Perennial","","","","","","","",""
"SILPH","","Silphium","","","","","","","","",""
"SIAS2","","Silphium asteriscus","Perennial","","","","","","","",""
"SIASA3","","Silphium asteriscus var. asteriscus","Perennial","","","","","","","",""
"SIPE2","","Silphium perfoliatum","Perennial","Summer","Green","4.5","7.5","16","51","Intermediate","-49"
"SIPEC2","","Silphium perfoliatum var. connatum","Perennial","","","","","","","",""
"SIPEP","","Silphium perfoliatum var. perfoliatum","Perennial","","","","","","","",""
"SITR7","","Silphium trifoliatum","Perennial","","","","","","","",""
"SITRT","","Silphium trifoliatum var. trifoliatum","Perennial","","","","","","","",""
"SILYB","","Silybum","","","","","","","","",""
"SIMA3","","Silybum marianum","Annual, Biennial","","","","","","","",""
"SIMSI","","Simsia","","","","","","","","",""
"SILA11","","Simsia lagasceiformis","Annual, Perennial","","","","","","","",""
"SINAP","","Sinapis","","","","","","","","",""
"SIAL5","","Sinapis alba","Annual","","","","","","","",""
"SIAR4","","Sinapis arvensis","Annual","","","","","","","",""
"SIARA","","Sinapis arvensis ssp. arvensis","Annual","","","","","","","",""
"SISYM","","Sisymbrium","","","","","","","","",""
"SIAL2","","Sisymbrium altissimum","Annual, Biennial","","","","","","","",""
"SILO3","","Sisymbrium loeselii","Annual, Biennial","","","","","","","",""
"SIOF","","Sisymbrium officinale","Annual","","","","","","","",""
"SISYR","","Sisyrinchium","","","","","","","","",""
"SIAN3","","Sisyrinchium angustifolium","Perennial","Spring and Summer","Green","5.0","7.0","32","60","Intermediate","-3"
"SIAT","","Sisyrinchium atlanticum","Perennial","","","","","","","",""
"SIFU2","","Sisyrinchium fuscatum","Perennial","","","","","","","",""
"SIMU3","","Sisyrinchium mucronatum","Perennial","","","","","","","",""
"SIUM","","Sium","","","","","","","","",""
"SISU2","","Sium suave","Perennial","","","","","","","",""
"SMALL","","Smallanthus","","","","","","","","",""
"SMUV","","Smallanthus uvedalius","Perennial","","","","","","","",""
"SMILA2","","Smilax","","","","","","","","",""
"SMBO2","","Smilax bona-nox","Perennial","Spring and Summer","Green","4.5","8.5","20","60","Tolerant","-18"
"SMBOB2","","Smilax bona-nox var. bona-nox","Perennial","","","","","","","",""
"SMEC","","Smilax ecirrhata","Perennial","","","","","","","",""
"SMGL","","Smilax glauca","Perennial","Spring and Summer","Gray-Green","4.5","7.5","35","60","Tolerant","-13"
"SMHE","","Smilax herbacea","Perennial","","","","","","","",""
"SMLA","","Smilax laurifolia","Perennial","Spring and Summer","Green","4.0","7.0","45","60","Tolerant","-8"
"SMPS","","Smilax pseudochina","Perennial","","","","","","","",""
"SMPU2","","Smilax pulverulenta","Perennial","","","","","","","",""
"SMRO","","Smilax rotundifolia","Perennial","Summer","Green","5.0","7.5","32","60","Intolerant","-33"
"SMTA2","","Smilax tamnoides","Perennial","","","","","","","",""
"SMWA","","Smilax walteri","Perennial","Spring and Summer","Green","4.0","7.0","40","60","Tolerant","-8"
"SOLAN","","Solanum","","","","","","","","",""
"SOAD","","Solanum adscendens","Annual","","","","","","","",""
"SOCA3","","Solanum carolinense","Perennial","","","","","","","",""
"SOCAC4","","Solanum carolinense var. carolinense","Perennial","","","","","","","",""
"SODU","","Solanum dulcamara","Perennial","","","","","","","",""
"SODUD","","Solanum dulcamara var. dulcamara","Perennial","","","","","","","",""
"SOEL","","Solanum elaeagnifolium","Perennial","","","","","","","",""
"SOLY2","","Solanum lycopersicum","Annual, Perennial","","","","","","","",""
"SOLYL","","Solanum lycopersicum var. lycopersicum","Annual, Perennial","Year Round","Green","5.5","7.0","60","80","Intermediate","32"
"SONI","","Solanum nigrum","Annual, Perennial","","","","","","","",""
"SOPH","","Solanum physalifolium","Annual","","","","","","","",""
"SOPT7","","Solanum ptycanthum","Annual","","","","","","","",""
"SORO","","Solanum rostratum","Annual","","","","","","","",""
"SOTO4","","Solanum torvum","Perennial","","","","","","","",""
"SOTU","","Solanum tuberosum","Perennial","","","","","","","",""
"SOVI9","","Solanum virginianum","Annual","","","","","","","",""
"SOLID","","Solidago","","","","","","","","",""
"SOAL6","","Solidago altissima","Perennial","","","","","","","",""
"SOAR","","Solidago arguta","Perennial","","","","","","","",""
"SOARA","","Solidago arguta var. arguta","Perennial","","","","","","","",""
"SOARC","","Solidago arguta var. caroliniana","Perennial","","","","","","","",""
"SOARH","","Solidago arguta var. harrisii","Perennial","","","","","","","",""
"SOBI","","Solidago bicolor","Perennial","","","","","","","",""
"SOCA4","","Solidago caesia","Perennial","Spring and Summer","Dark Green","5.5","7.0","32","50","Intermediate","-28"
"SOCA6","","Solidago canadensis","Perennial","Spring and Summer","Green","4.8","7.5","16","60","Intolerant","-43"
"SOCAG","","Solidago canadensis var. gilvocanescens","Perennial","","","","","","","",""
"SOCAH","","Solidago canadensis var. hargeri","Perennial","","","","","","","",""
"SOCU","","Solidago curtisii","Perennial","","","","","","","",""
"SOER","","Solidago erecta","Perennial","","","","","","","",""
"SOFI","","Solidago fistulosa","Perennial","Summer and Fall","Dark Green","4.5","7.0","40","65","Tolerant","7"
"SOFL2","","Solidago flexicaulis","Perennial","Spring, Summer, Fall","Green","5.3","7.0","20","55","Intermediate","-18"
"SOGI","","Solidago gigantea","Perennial","Summer","Green","4.0","8.0","14","50","Intermediate","-33"
"SOHI","","Solidago hispida","Perennial","","","","","","","",""
"SOHIH","","Solidago hispida var. hispida","Perennial","","","","","","","",""
"SOJU","","Solidago juncea","Perennial","","","","","","","",""
"SOLA4","","Solidago latissimifolia","Perennial","","","","","","","",""
"SOMI2","","Solidago missouriensis","Perennial","Spring, Summer, Fall","Green","5.5","7.5","12","35","Intermediate","-38"
"SOMIF","","Solidago missouriensis var. fasciculata","Perennial","","","","","","","",""
"SONE","","Solidago nemoralis","Perennial","Spring and Summer","Green","6.5","7.5","15","45","Intolerant","-33"
"SONEN","","Solidago nemoralis var. nemoralis","Perennial","","","","","","","",""
"SOOD","","Solidago odora","Perennial","","","","","","","",""
"SOODO","","Solidago odora var. odora","Perennial","","","","","","","",""
"SOPA2","","Solidago patula","Perennial","Summer","Green","4.5","7.0","20","60","Intermediate","-43"
"SOPAP","","Solidago patula var. patula","Perennial","","","","","","","",""
"SOPU","","Solidago puberula","Perennial","","","","","","","",""
"SOPUP2","","Solidago puberula var. puberula","Perennial","","","","","","","",""
"SOPUP","","Solidago puberula var. pulverulenta","Perennial","","","","","","","",""
"SORO2","","Solidago roanensis","Perennial","","","","","","","",""
"SORU2","","Solidago rugosa","Perennial","Spring and Summer","Green","5.0","7.5","24","60","Intermediate","-33"
"SORUA","","Solidago rugosa ssp. aspera","Perennial","","","","","","","",""
"SORUR","","Solidago rugosa ssp. rugosa","Perennial","","","","","","","",""
"SORUR2","","Solidago rugosa ssp. rugosa var. rugosa","Perennial","","","","","","","",""
"SORUV","","Solidago rugosa ssp. rugosa var. villosa","Perennial","","","","","","","",""
"SORU3","","Solidago rupestris","Perennial","","","","","","","",""
